Registry Number,Business Name,Entity Type,Registry Date,Associated Name Type,First Name,Middle Name,Last Name,Suffix,Not of Record Entity,Entity of Record Reg Number,Entity of Record Name,Address ,Address Continued,City,State,Zip Code
153258893,GREEN ROOM NATURALS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,MAILING ADDRESS,,,,,,,,5305 RIVER RD N STE B,,KEIZER,OR,97303
153258893,GREEN ROOM NATURALS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5305 RIVER RD N STE B,,KEIZER,OR,97303
153258893,GREEN ROOM NATURALS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,REGISTERED AGENT,,,,,,51329093,NORTHWEST REGISTERED AGENT LLC,5305 RIVER RD N STE B,,KEIZER,OR,97303
153261194,TIDWELL INVESTMENT CO,ASSUMED BUSINESS NAME,03/04/2019,AUTHORIZED REPRESENTATIVE,RALPH,LEE,TIDWELL,,,,,PO BOX 87,,GLADSTONE,OR,97027
153261194,TIDWELL INVESTMENT CO,ASSUMED BUSINESS NAME,03/04/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,6801 NE 63RD,,PORTLAND,OR,97218
153261897,F-A-L-C-O-N,DOMESTIC NONPROFIT CORPORATION,03/04/2019,MAILING ADDRESS,,,,,,,,82554 SILTCOOS STATION RD,,WESTLAKE,OR,97493
153261897,F-A-L-C-O-N,DOMESTIC NONPROFIT CORPORATION,03/04/2019,REGISTERED AGENT,THOMAS,R,BALL,,,,,82554 SILTCOOS STATION RD,,WESTLAKE,OR,97493
153260790,VERASTEGUI LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,MAILING ADDRESS,,,,,,,,7815 SW 30TH AVE,,PORTLAND,OR,97219
153260790,VERASTEGUI LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7815 SW 30TH AVE,,PORTLAND,OR,97219
153260790,VERASTEGUI LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,REGISTERED AGENT,RICARDO,X,VERASTEGUI,,,,,7815 SW 30TH AVE,,PORTLAND,OR,97219
153262093,VIKTOR'S LEATHER GOODS,ASSUMED BUSINESS NAME,03/04/2019,AUTHORIZED REPRESENTATIVE,VICTOR,HUGO,CHAVEZ,,,,,19575 RIVER RD UNIT 67,,GLADSTONE,OR,97027
153262093,VIKTOR'S LEATHER GOODS,ASSUMED BUSINESS NAME,03/04/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,19575 RIVER RD UNIT 67,,GLADSTONE,OR,97027
153260899,MARY'S PEAK PROJECT,DOMESTIC NONPROFIT CORPORATION,03/04/2019,MAILING ADDRESS,,,,,,,,551 EAST ROSE STREET,,LEBANON,OR,97355
153260899,MARY'S PEAK PROJECT,DOMESTIC NONPROFIT CORPORATION,03/04/2019,REGISTERED AGENT,SARAH,,GREEN,,,,,551 EAST ROSE ST,,LEBANON,OR,97355
153261590,BAP 'N ROLL,ASSUMED BUSINESS NAME,03/04/2019,AUTHORIZED REPRESENTATIVE,CHRISTINA,R,BENTLEY,,,,,5838 NW 170TH AVE,,PORTLAND,OR,97229
153261590,BAP 'N ROLL,ASSUMED BUSINESS NAME,03/04/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,5838 NW 170TH AVE,,PORTLAND,OR,97229
153262499,BEAUTIFUL LIFE BAKING COMPANY,ASSUMED BUSINESS NAME,03/04/2019,AUTHORIZED REPRESENTATIVE,JENNA,LEE,HAYENGA,,,,,9237 SW NORTH DAKOTA ST,,TIGARD,OR,97223
153262499,BEAUTIFUL LIFE BAKING COMPANY,ASSUMED BUSINESS NAME,03/04/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,9237 SW NORTH DAKOTA ST,,TIGARD,OR,97223
151243897,SHANNON SIMS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,MAILING ADDRESS,,,,,,,,1625 NE BRYANT ST,,PORTLAND,OR,97211
151243897,SHANNON SIMS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2218 NE BROADWAY ST,,PORTLAND,OR,97232
151243897,SHANNON SIMS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,REGISTERED AGENT,SHANNON,,SIMS,,,,,1625 NE BRYANT ST,,PORTLAND,OR,97211
153263091,M & T PROPERTY SERVICES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,MAILING ADDRESS,,,,,,,,PO BOX 96068,,PORTLAND,OR,97296
153263091,M & T PROPERTY SERVICES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,3621 NW YEON AVE,,PORTLAND,OR,97210
153263091,M & T PROPERTY SERVICES LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/04/2019,REGISTERED AGENT,,,,,,20960688,WANDER DEVELOPMENT COMPANY,3621 NW YEON AVE,,PORTLAND,OR,97210
153281895,AMERICAN SHUTTLE L.L.C.,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,PO BOX 6662,,BEAVERTON,OR,97007
153281895,AMERICAN SHUTTLE L.L.C.,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,8189 SW LORI WY,,BEAVERTON,OR,97007
153281895,AMERICAN SHUTTLE L.L.C.,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,NAWZAD,,ZANGANA,,,,,8189 SW LORI WY,,BEAVERTON,OR,97007
153290391,BASK IN THE SUN,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,NICOLE,,CALL,,,,,16585 SW 133RD TERR,,KING CITY,OR,97224
153290391,BASK IN THE SUN,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7117 SW MACADAM AVE,,PORTLAND,OR,97219
153291290,BASK IN THE SUN TANNING,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,NICOLE,,CALL,,,,,16585 SW 133RD TERR,,KING CITY,OR,97224
153291290,BASK IN THE SUN TANNING,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7117 SW MACADAM AVE,,PORTLAND,OR,97219
153291092,BASK IN THE SUN TANNING & AIRBRUSHING,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,NICOLE,,CALL,,,,,16585 SW 133RD TERR,,KING CITY,OR,97224
153291092,BASK IN THE SUN TANNING & AIRBRUSHING,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7117 SW MACADAM AVE,,PORTLAND,OR,97219
153290896,BASK TANNING & AIRBRUSHING,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,NICOLE,,CALL,,,,,16585 SW 133RD TERR,,KING CITY,OR,97224
153290896,BASK TANNING & AIRBRUSHING,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7117 SW MACADAM AVE,,PORTLAND,OR,97219
153311593,BIG TIMBER DEVELOPMENT,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,BRETT,,EELLS,,,,,16083 HWY 211,,MOLALLA,OR,97038
153311593,BIG TIMBER DEVELOPMENT,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,16083 HWY 211,,MOLALLA,OR,97038
153311692,BROKEN RIVER RANCH,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,BRETT,,EELLS,,,,,16083 HWY 211,,MOLALLA,OR,97038
153311692,BROKEN RIVER RANCH,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,16083 HWY 211,,MOLALLA,OR,97038
153259495,"C. HENRY AND NESTA KLAR FAMILY PARTNERSHIP, A CALIFORNIA LIMITED PARTNERSHIP",FOREIGN LIMITED PARTNERSHIP,03/05/2019,GENERAL PARTNER,,,,,KLAR MANAGEMENT TRUST,,,C/O KEN KLAR,25504 VIA JUANA,VALENCIA,CA,91355
153259495,"C. HENRY AND NESTA KLAR FAMILY PARTNERSHIP, A CALIFORNIA LIMITED PARTNERSHIP",FOREIGN LIMITED PARTNERSHIP,03/05/2019,MAILING ADDRESS,,,,,,,,C/O KEN KLAR,25504 VIA JUANA,VALENCIA,CA,91355
153259495,"C. HENRY AND NESTA KLAR FAMILY PARTNERSHIP, A CALIFORNIA LIMITED PARTNERSHIP",FOREIGN LIMITED PARTNERSHIP,03/05/2019,RECORDS OFFICE,,,,,,,,C/O KEN KLAR,25504 VIA JUANA,VALENCIA,CA,91355
153259495,"C. HENRY AND NESTA KLAR FAMILY PARTNERSHIP, A CALIFORNIA LIMITED PARTNERSHIP",FOREIGN LIMITED PARTNERSHIP,03/05/2019,REGISTERED AGENT,,,,,,74556284,"S W & W LEGAL SERVICES, INC.",1211 SW FIFTH AVE STE 1900,,PORTLAND,OR,97204
153259495,"C. HENRY AND NESTA KLAR FAMILY PARTNERSHIP, A CALIFORNIA LIMITED PARTNERSHIP",FOREIGN LIMITED PARTNERSHIP,03/05/2019,REGISTERED AGENT,,,,,,74556284,"SW & W REGISTERED AGENTS, INC.",1211 SW FIFTH AVE STE 1900,,PORTLAND,OR,97204
153259495,"C. HENRY AND NESTA KLAR FAMILY PARTNERSHIP, A CALIFORNIA LIMITED PARTNERSHIP",FOREIGN LIMITED PARTNERSHIP,03/05/2019,REGISTERED AGENT,,,,,,74556284,"SW&W LEGAL SERVICES, INC.",1211 SW FIFTH AVE STE 1900,,PORTLAND,OR,97204
153259495,"C. HENRY AND NESTA KLAR FAMILY PARTNERSHIP, A CALIFORNIA LIMITED PARTNERSHIP",FOREIGN LIMITED PARTNERSHIP,03/05/2019,REGISTERED AGENT,,,,,,74556284,"SW&W REGISTERED AGENTS, INC.",1211 SW FIFTH AVE STE 1900,,PORTLAND,OR,97204
153284790,CARMEN'S KITCHEN LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,1270 30TH AVE NE,,SALEM,OR,97301
153284790,CARMEN'S KITCHEN LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1270 30TH AVE NE,,SALEM,OR,97301
153284790,CARMEN'S KITCHEN LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,CARMEN,,FARIAS,,,,,1270 30TH AVE NE,,SALEM,OR,97301
153313094,CIP18 RC VERSO HOLDINGS LLC,FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,ONE BOSTON PLACE SUITE 2310,,BOSTON,MA,2108
153313094,CIP18 RC VERSO HOLDINGS LLC,FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,ONE BOSTON PLACE SUITE 2310,,BOSTON,MA,2108
153313094,CIP18 RC VERSO HOLDINGS LLC,FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,,,,,,329227,C T CORPORATION SYSTEM,780 COMMERCIAL STREET SE STE 100,,SALEM,OR,97301
153312492,CIP18 RC VERSO OWNER LLC,FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,ONE BOSTON PLACE SUITE 2310,,BOSTON,MA,2108
153312492,CIP18 RC VERSO OWNER LLC,FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,ONE BOSTON PLACE SUITE 2310,,BOSTON,MA,2108
153312492,CIP18 RC VERSO OWNER LLC,FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,,,,,,329227,C T CORPORATION SYSTEM,780 COMMERCIAL STREET SE STE 100,,SALEM,OR,97301
153302691,DISASTER AND EMERGENCY MANAGEMENT SERVICES INTERNATIONAL LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,MARCUS,,MCGARITY,,,,,2100 SW RIVER PKWY,,PORTLAND,OR,97201
153302691,DISASTER AND EMERGENCY MANAGEMENT SERVICES INTERNATIONAL LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2100 SW RIVER PKWY,,PORTLAND,OR,97201
153302691,DISASTER AND EMERGENCY MANAGEMENT SERVICES INTERNATIONAL LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,,,,,,8601296,"TT ADMINISTRATIVE SERVICES, LLC",1600 PIONEER TOWER,888 SW FIFTH AVE,PORTLAND,OR,97204
153288197,"GATEHOUSE MEDIA MANAGEMENT SERVICES, INC.",FOREIGN BUSINESS CORPORATION,03/05/2019,MAILING ADDRESS,,,,,,,,"175 SULLY'S TRAIL, 3RD FLOOR",,PITTSFORD,NY,14534
153288197,"GATEHOUSE MEDIA MANAGEMENT SERVICES, INC.",FOREIGN BUSINESS CORPORATION,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,"175 SULLY'S TRAIL, 3RD FLOOR",,PITTSFORD,NY,14534
153288197,"GATEHOUSE MEDIA MANAGEMENT SERVICES, INC.",FOREIGN BUSINESS CORPORATION,03/05/2019,REGISTERED AGENT,,,,,,15872088,CORPORATION SERVICE COMPANY,1127 BROADWAY STREET NE SUITE 310,,SALEM,OR,97301
153281291,GIFTED WISHES,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,JEAN,,ROSENBAUM,,,,,5104 SW SANTA MONICA CT,,PORTLAND,OR,97221
153281291,GIFTED WISHES,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,6663 SW BEAVERTON HILLSDALE HWY #63,,PORTLAND,OR,97225
153289591,"ICON TECHNICAL NETWORK LLC, A LIMITED LIABILITY COMPANY OF NEVADA",FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,7893 SW ROCKBRIDGE ST,,WILSONVILLE,OR,97070
153289591,"ICON TECHNICAL NETWORK LLC, A LIMITED LIABILITY COMPANY OF NEVADA",FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,7893 SW ROCKBRIDGE ST STE 8,,WILSONVILLE,OR,97070
153289591,"ICON TECHNICAL NETWORK LLC, A LIMITED LIABILITY COMPANY OF NEVADA",FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,LISA,,SLENNING,,,,,7893 SW ROCKBRIDGE ST,,WILSONVILLE,OR,97070
153298097,JOHN DOYLE PAINTING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,PO BOX 18368,,SALEM,OR,97305
153298097,JOHN DOYLE PAINTING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4393 CAMBELL DR SE,,SALEM,OR,97317
153298097,JOHN DOYLE PAINTING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,ALEJANDRO,,GONZALEZ,,,,,4393 CAMBELL DR SE,,SALEM,OR,97317
153287298,JOSEPH HOUSE CLEANING,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,JOSE,,PEREZ,,,,,4310 SALEM DALLAS HWY NW,,SALEM,OR,97304
153287298,JOSEPH HOUSE CLEANING,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,4310 SALEM DALLAS HWY,,SALEM,OR,97304
152481892,KATHRYN L. SCOTT TAX & ACCOUNTING SERVICES,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,KATHRYN,L,SCOTT,,,,,PO BOX 5965,,BEND,OR,97708
152481892,KATHRYN L. SCOTT TAX & ACCOUNTING SERVICES,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2500 NE TWIN KNOLLS DR STE 255,,BEND,OR,97701
153260493,"KENNETH BAGWELL, M.D., P.C.",DOMESTIC PROFESSIONAL CORPORATION,03/05/2019,MAILING ADDRESS,,,,,,,,2450 NE MARY ROSE PL STE 120,,BEND,OR,97701
153260493,"KENNETH BAGWELL, M.D., P.C.",DOMESTIC PROFESSIONAL CORPORATION,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2450 NE MARY ROSE PL STE 120,,BEND,OR,97701
153260493,"KENNETH BAGWELL, M.D., P.C.",DOMESTIC PROFESSIONAL CORPORATION,03/05/2019,REGISTERED AGENT,KENNETH,A,BAGWELL,,,,,2450 NE MARY ROSE PL STE 120,,BEND,OR,97701
152663093,"MEDIA MAESTRO, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,61116 AMBASSADOR DR,,BEND,OR,97702
152663093,"MEDIA MAESTRO, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,61116 AMBASSADOR DR,,BEND,OR,97702
152663093,"MEDIA MAESTRO, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,MARALEE,,PARK,,,,,61116 AMBASSADOR DR,,BEND,OR,97702
153315297,MS CONNIES CHILDRENS FOUNDATION,DOMESTIC NONPROFIT CORPORATION,03/05/2019,MAILING ADDRESS,,,,,,,,487 TAYBIN RD NW,,SALEM,OR,97304
153315297,MS CONNIES CHILDRENS FOUNDATION,DOMESTIC NONPROFIT CORPORATION,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,487 TAYBIN RD NW,,SALEM,OR,97304
153315297,MS CONNIES CHILDRENS FOUNDATION,DOMESTIC NONPROFIT CORPORATION,03/05/2019,REGISTERED AGENT,CONNIE,,GRIFFITHS,,,,,487 TAYBIN RD NW,,SALEM,OR,97304
153287496,NWI DEFENSE LLC,FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,2 TOWN SQUARE BOULEVARD,,ASHEVILLE,NC,28803
153287496,NWI DEFENSE LLC,FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2 TOWN SQUARE BOULEVARD,,ASHEVILLE,NC,28803
153287496,NWI DEFENSE LLC,FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,,,,,,15872088,CORPORATION SERVICE COMPANY,1127 BROADWAY STREET NE SUITE 310,,SALEM,OR,97301
153278594,"OR BEND 27TH SELF STORAGE, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,1910 FAIRVIEW AVE E STE 200,,SEATTLE,WA,98102
153278594,"OR BEND 27TH SELF STORAGE, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1910 FAIRVIEW AVE E STE 200,,SEATTLE,WA,98102
153278594,"OR BEND 27TH SELF STORAGE, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,,,,,,15872088,CORPORATION SERVICE COMPANY,1127 BROADWAY STREET NE SUITE 310,,SALEM,OR,97301
152904893,"ORANGE LAKE COUNTRY CLUB, INC.",FOREIGN BUSINESS CORPORATION,03/05/2019,MAILING ADDRESS,,,,,,,,8505 W IRLO BRONSON MEMORIAL HWY,,KISSIMMEE,FL,34747
152904893,"ORANGE LAKE COUNTRY CLUB, INC.",FOREIGN BUSINESS CORPORATION,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,8505 W IRLO BRONSON MEMORIAL HWY,,KISSIMMEE,FL,34747
152904893,"ORANGE LAKE COUNTRY CLUB, INC.",FOREIGN BUSINESS CORPORATION,03/05/2019,REGISTERED AGENT,,,,,,46258083,"NATIONAL REGISTERED AGENTS, INC.",780 COMMERCIAL ST SE STE 100,,SALEM,OR,97301
153311494,OREGON PALEO LANDS CENTER,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,JEFFREY,,KEE,,,,,13642 NW RIVERVIEW DR,,PORTLAND,OR,97231
153311494,OREGON PALEO LANDS CENTER,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,333 4TH ST,,FOSSIL,OR,97830
153289195,PABLOS MARKET,ASSUMED BUSINESS NAME,03/05/2019,AUTHORIZED REPRESENTATIVE,FILEMON,,PABLO BAUTISTA,,,,,303 N FIRST ST,,WOODBURN,OR,97071
153289195,PABLOS MARKET,ASSUMED BUSINESS NAME,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,303 N FIRST ST,,WOODBURN,OR,97071
153309696,"SKILLED RENOVATIONS & REPAIR, LLC.",DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,64340 CROSSWINDS ROAD,,BEND,OR,97703
153309696,"SKILLED RENOVATIONS & REPAIR, LLC.",DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,64340 CROSSWINDS ROAD,,BEND,OR,97703
153309696,"SKILLED RENOVATIONS & REPAIR, LLC.",DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,SCOTT,R,ROBERTSON,,,,,64340 CROSSWINDS ROAD,,BEND,OR,97703
153280491,SNJ CONTRACTING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,9570 SW GREENBURG RD #30,,TIGARD,OR,97223
153280491,SNJ CONTRACTING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,9570 SW GREENBURG RD #30,,TIGARD,OR,97223
153280491,SNJ CONTRACTING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,SEAN,,CAREY,,,,,9570 SW GREENBURG RD #30,,TIGARD,OR,97223
153301891,TASTE & SEE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,26569194,"SUSSMAN SHANK REGISTRATION SERVICES, LLC",ATTN: DARIN D HONN,1000 SW BROADWAY STE 1400,PORTLAND,OR,97205
153301891,TASTE & SEE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,"7917 SE KING RD., UNIT 1",,PORTLAND,OR,97222
153301891,TASTE & SEE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,,,,,,26569194,"SUSSMAN SHANK REGISTRATION SERVICES, LLC",ATTN: DARIN D HONN,1000 SW BROADWAY STE 1400,PORTLAND,OR,97205
153285698,"TRILLIUM POND PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,22550 OREGON CITY LP,,WEST LINN,OR,97068
153285698,"TRILLIUM POND PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,22550 OREGON CITY LP,,WEST LINN,OR,97068
153285698,"TRILLIUM POND PROPERTIES, LLC",DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,NABIL,,ALKAYED,,,,,22550 OREGON CITY LP,,WEST LINN,OR,97068
153279097,"UTICA REALTY OF OREGON, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,"2 TOWN SQUARE BOULEVARD, SUITE 310",,ASHEVILLE,NC,28803
153279097,"UTICA REALTY OF OREGON, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,"2 TOWN SQUARE BOULEVARD, SUITE 310",,ASHEVILLE,NC,28803
153279097,"UTICA REALTY OF OREGON, LLC",FOREIGN LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,,,,,,15872088,CORPORATION SERVICE COMPANY,1127 BROADWAY STREET NE SUITE 310,,SALEM,OR,97301
153262895,CASCADE DENTAL BILLING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,1230 NW DISCOVERY PARK DR APT 303,,BEND,OR,97703
153262895,CASCADE DENTAL BILLING LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,NICHOLE,,PHILLIPS,,,,,1230 NW DISCOVERY PARK DR APT 303,,BEND,OR,97703
153261699,CLEANING BY DESIGN LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,916 N FRANKLIN,,SEASIDE,OR,97138
153261699,CLEANING BY DESIGN LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,916 N FRANKLIN ST,,SEASIDE,OR,97138
153261699,CLEANING BY DESIGN LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,BETTY,LYNNE,ROSE,,,,,916 N FRANKLIN,,SEASIDE,OR,97138
153263190,TIGARD TRANSMISSION CENTER LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,11646 SW PACIFIC HWY,,TIGARD,OR,97223
153263190,TIGARD TRANSMISSION CENTER LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,11646 SW PACIFIC HWY,,TIGARD,OR,97223
153263190,TIGARD TRANSMISSION CENTER LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,LEANA,R,ROOT,,,,,11646 SW PACIFIC HWY,,TIGARD,OR,97223
153263695,TZO DESIGNS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,2605 STATE STREET,,SALEM,OR,97310
153263695,TZO DESIGNS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,2605 STATE STREET,,SALEM,OR,97310
153263695,TZO DESIGNS LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,MARTY,WAYNE,WENDT,,,,,2605 STATE STREET,,SALEM,OR,97310
153263992,ZFIVE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,MAILING ADDRESS,,,,,,,,22467 SW ASH ST,,SHERWOOD,OR,97140
153263992,ZFIVE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,PRINCIPAL PLACE OF BUSINESS,,,,,,,,22467 SW ASH ST,,SHERWOOD,OR,97140
153263992,ZFIVE LLC,DOMESTIC LIMITED LIABILITY COMPANY,03/05/2019,REGISTERED AGENT,SHAUNA,,ZOBRIST,,,,,22467 SW ASH ST,,SHERWOOD,OR,97140
